0,1
8botea八波茶,"8波茶, 8 bo tea, 8botea, 8bo tea"
巴乡鱼头火锅,巴乡鱼头
波比艾斯,波比艾斯
品尚豆捞,品尚豆捞
TWOSOME途尚咖啡,"途尚咖啡, Twosome"
腩潮鲜火锅,腩潮鲜
mellower? coffee,"麦隆咖啡, MELLOWER"
北家姓自转小火锅,北家姓
吉野家,吉野家
维果部落天使之橙,"维果部落, vingco"
四云奶盖贡茶,四云奶盖贡茶
真功夫,真功夫
重庆川江号子火锅,川江号子
茶米一刻,"茶米, CHAME"
蜀韵天成烤鱼馆,蜀韵天成
萨莉亚意式餐厅,"萨莉亚, Saizeriya"
水天堂西餐厅 WATEP PARADOSE,水天堂
阿华大虾香辣虾锅,阿华大虾
皇城老妈火锅,皇城老妈
周麻婆,周麻婆
美滋美味卤肉卷,美滋美
呷哺呷哺,呷哺呷哺
黄记煌,黄记煌
味千拉面,"味千拉面, 较大的休闲餐厅连锁经营商"
Twosome,"途尚咖啡, Twosome"
贡茶,贡茶
如一坊酒店,如一坊
咖顿羊肉串,"咖顿, Cafedon"
苏阁鲜茶,苏阁鲜茶
图兰朵音乐咖啡厅,"图兰朵, Turandot"
蒂奥莎DIOSA,"蒂奥莎, DIOSA"
集渔泰式海鲜火锅,集渔
西堤岛咖啡,西堤岛咖啡
意大利咖啡·冰淇淋,"意大利咖啡, Cafe Barbera, CafeBarbera"
弥茶,弥茶
海底捞火锅烤肉,海底捞
肥猫咖啡,肥猫咖啡
电台巷火锅,电台巷
酒窝甜品,酒窝甜品
虾吃虾涮,虾吃虾涮
巴四老城区炭火蛙锅,巴四老城区炭火蛙锅
渝城老妈火锅,渝城老妈
illy咖啡,illy咖啡
Mousse Cake法式西点,"慕丝, MOUSSE"
江一湖重庆火锅,江一湖
战锅策创意火锅餐厅,战锅策
布维记,布维记
喜乐芝,"喜乐芝, XEELEEZ"
三元梅园,三元梅园
答案,"答案, ANSWER TEA, ANSWERTEA"
室町品茶,室町品茶
蒸美味小吃,蒸美味
乡水源香辣虾,乡水源
牛鲜生澳门豆捞,澳门豆捞
三只耳河鲜馆,三只耳
室町品茶,室町品茶
榴芒一族私家甜品,榴芒一族
周麻婆,周麻婆
优多c奶茶原料批,优多C
蒸美味快餐店,蒸美味
1点点,"1点点, 1點點"
奈雪の茶,奈雪の茶
米莫的茶,米莫的茶
索菲克牛排·披萨自助,"索菲克, Sofeco"
潘师傅早餐,潘师傅
乡水源头,乡水源
东来顺羊肉券,东来顺
PORTTEA葡茶,"葡茶, Port Tea, PortTea"
缤果鲜茶,缤果鲜茶
川氏捞王主题火锅,捞王
金五门秘制老火锅,金五门
caffarel,"口福莱, Caffarel"
牛B奶奶冷饮水吧,牛B奶奶
甜贵人,甜贵人
真功夫美汤包,真功夫
王子拉茶,王子拉茶
汁心鲜果吧,汁心鲜果吧
御厨传奇养生火锅,御厨传奇
真悦皇茶,真悦皇茶
淘汰郎火锅外卖,淘汰郎
百世德咖啡会所,百世德咖啡
TRDLO茶屋,"茶屋, TRDLO"
海底捞mini火锅外送,海底捞
漫猫咖啡,漫猫咖啡
李先生菠菜面,"李先生, Mrlee"
辛发亭冰点世家,辛发亭
航天万源广场四层新辣道,新辣道
亲爱的郭,亲爱的郭
优果,"优果, Yogo Juice, YogoJuice"
港芝悦,港芝悦
金五门秘制火锅,金五门
雕刻时光咖啡馆,雕刻时光
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
尚客优品店,尚客优品
相思蜜哒,相思蜜哒
果麦全国no.518,果麦
尚客优品中式快餐,尚客优品
本宫的茶,本宫的茶
阿牛与仙草,阿牛与仙草
汕头八合里海记牛肉店,八合里海记
集集小镇,集集小镇
维果部落天使之橙,"维果部落, vingco"
阿官火锅专家,阿官火锅专家
LAVAZZA咖啡·主题餐厅,"拉瓦萨, LAVAZZA"
集集小镇,集集小镇
唐恩都乐,"唐恩都乐, dunkin donuts, dunkindonuts"
Dairy Queen,"冰雪皇后, Dairy Queen, DairyQueen"
记忆年代老火锅,"记忆年代老火锅, 记忆.年代老火锅"
萃茶师,萃茶师
潘师傅快餐,潘师傅
毛家饭店便当,毛家饭店
咖咖奥咖啡,"咖咖奥, THECAFEKACAO"
TGI Fridays 高雄梦时代,"星期五, FRIDAYS"
奇火锅,奇火锅
石二锅,石二锅
Origus Pizza,"好伦哥, Origus"
布歌东京,"布歌东京, mvuke tokyo, mvuketokyo"
米多面多,"米多面多, MIDOU"
外婆家泡菜粉,外婆家
冰雪皇后,"冰雪皇后, Dairy Queen, DairyQueen"
乌所味,乌所味
GODIVA,"歌帝梵, Godiva"
illy咖啡,illy咖啡
赛百味,"赛百味, SUBWAY"
coco可可,"都可, COCO, 都可茶饮"
百味记小郡肝砂罐串串,百味记小郡肝
永和大王,"永和大王, 台式风味的精致快餐"
STARBUCKS COFFEE,"星巴克, Starbucks"
彤德莱火锅,彤德莱
川成元麻辣香锅,川成元
蜜菓之蜜制鲜饮,蜜菓
咖啡陪你,"咖啡陪你, Caffebene"
小蒙牛顶级麻辣养生锅,小蒙牛
集集小镇,集集小镇
荼啡茶,荼啡茶
TEAMACC茶玛,"茶玛, TEAMACC"
玛格利塔,"玛格利塔, Magritta"
拉瓦萨咖啡,"拉瓦萨, LAVAZZA"
川渝部落老火锅,川渝部落
秦妈火锅,秦妈火锅
朝茶,朝茶
贝蕾魔法BLACK MAGIC,"贝蕾魔法, Black Magic Chocolate, BlackMagicChocolate"
喜年贡茶,喜年贡茶
地下铁,地下铁
朝茶,朝茶
恋暖初茶,恋暖初茶
小红袍龙虾馆,小红袍
战锅策,战锅策
Stickhouse,"Stick house, Stickhouse"
恋尚哥老官重庆美蛙鱼头,"哥老官, 哥老官美蛙鱼头"
C多多,c多多
舞茶道,舞茶道
大快活,大快活
瑞幸咖啡luckincoffee,"瑞幸咖啡, luckin"
檬舒舒MouChouChou,"檬舒舒, MonChouChou"
摸错门牛肚王,摸错门牛肚王
麦当劳,"麦当劳, ""MCDONALDS"""
宇治抹茶の手作甜品,宇治抹茶
玛格利塔,"玛格利塔, Magritta"
雅山快餐,"雅山, gazan"
上岛咖啡,上岛咖啡
华必和,华必和
上岛咖啡,上岛咖啡
麦咖啡,"麦咖啡, McCafe"
本宫的茶,本宫的茶
汉堡王1号店,"汉堡王, BurgerKing"
小尾羊木炭火锅,小尾羊
BABELASKITCHEN,"巴贝拉, Babela"
吉野家,吉野家
水天堂西餐厅,水天堂
口渴了饮品,口渴了
X造杯,X造杯
茶颜悦色,茶颜悦色
古茗,古茗
茶大爷,"茶大爷, teadaye"
米集盒·酱香大骨饭,米集盒
咖啡之翼自动现磨咖啡机,咖啡之翼
鱼豆吉·豆浆鱼火锅,鱼豆吉
集集小镇,集集小镇
米集盒,米集盒
真悦皇茶royaltea,真悦皇茶
川江号子老火锅,川江号子
仙芋世家,仙芋世家
漫咖啡,"漫咖啡, MAANCOFFEE"
有家酸菜鱼,有家酸菜鱼
七杯茶,七杯茶
华莱士石家庄市赵县餐厅,华莱士
仙芋奇圆,仙芋奇圆
两岸咖啡,两岸咖啡
漫咖啡,"漫咖啡, MAANCOFFEE"
Origus Pizza Buffet,"好伦哥, Origus"
塞纳左岸咖啡西餐厅,"塞纳左岸, SanaZoan"
功夫小子中式营养快餐,功夫小子
香芋仙,香芋仙
清真年年大丰收鱼庄,年年大丰收鱼庄
吉祥馄饨,吉祥馄饨
塞纳左岸,"塞纳左岸, SanaZoan"
唯客多,唯客
钱都日式涮涮锅,钱都日式涮涮锅
舞茶道,舞茶道
大家乐,大家乐
O2LIFE,"栖巢咖啡, O2life"
健康煮意,健康煮
许留山,许留山
缤果鲜茶,缤果鲜茶
东方饺子王,东方饺子王
星巴克,"星巴克, Starbucks"
奶熊奶茶,奶熊奶茶
老港记甜品,老港记
奇火锅,奇火锅
问茶,问茶
舞茶道鲜果茶饮,舞茶道
佰人王串串香火锅,佰人王串串香
雪花姐姐正宗韩式牛奶雪花冰,雪花姐姐
集渔·泰式海鲜火锅,集渔
豪口福中式快餐,豪口福
本位咖啡总店,"本位咖啡, BASIS COFFEE, BASISCOFFEE"
缤果鲜茶,缤果鲜茶
茉沏,茉沏
良木缘咖啡西餐,良木缘
宾达咖啡,"宾达, BEAN BAR, BEANBAR"
满记甜品,满记甜品
MANGOSIXI City 店,"MANGO SIX, MANGOSIX"
七叶和茶,"七叶和茶, nanass green tea, nanassgreentea"
Pokka cafe,Pokka
奶熊果饮,奶熊果饮
左庭右院鲜牛肉火锅,左庭右院
小龙坎老火锅,小龙坎老火锅
载沅家酸奶料理,载沅家
铁锅门养身香辣馆,铁锅门养身香辣馆
佳客来牛排专家,"佳客来, JOYCALLER"
芋贵圆,芋贵圆
yummy烘焙便利店,"雅蜜优格, yummy"
知乎茶也,知乎茶也
果留仙清泉快饮,果留仙
哈里欧咖啡,哈里欧咖啡
1点点,"1点点, 1點點"
比格牛排杯,"比格, Big Pizza, BigPizza"
阿香婆欢乐火锅,阿香婆
外婆家的小菜,外婆家
优多C奶茶,优多C
世界茶饮,世界茶饮
地下铁,地下铁
爱思米,"爱思米, Kissme"
春阳茶事,春阳茶事
刘一手火锅,"刘一手火锅, 重庆刘一手火锅"
胡须张鲁肉饭,胡须张
茶颜茶语,茶颜茶语
Blue Bottle Coffee,"蓝樽咖啡, Blue bottle, Bluebottle"
茶色倾城,茶色倾城
米莫的茶,米莫的茶
鱼豆吉,鱼豆吉
鹿野茶事,鹿野茶事
阿香婆过桥米线,阿香婆
许留山,许留山
MALAN餐饮店,"马兰拉面, Malan"
麦咖啡,"麦咖啡, McCafe"
巴贝拉,"巴贝拉, Babela"
一只酸奶牛,一只酸奶牛
CoCo都可,"都可, COCO, 都可茶饮"
红舵码头时尚火锅主题餐厅,红舵码头
1点点,"1点点, 1點點"
森泽小肥羊羊蝎子羊排锅,小肥羊
齐齐火锅,齐齐火锅
杏记甜品,杏记甜品
狗不理灌汤包,狗不理
都可coco,"都可, COCO, 都可茶饮"
夏日沫沫茶,夏日沫沫茶
德庄火锅,德庄火锅
NOBIBI冰淇淋,nobibi
阿官火锅专家,阿官火锅专家
大家乐,大家乐
铁锅门养身香辣馆,铁锅门养身香辣馆
外婆烧中式快餐店,外婆烧
Fridays,"星期五, FRIDAYS"
川府老妈川菜,川府老妈
茶着,茶着
台资味,台资味
永和大王,"永和大王, 台式风味的精致快餐"
佳客来,"佳客来, JOYCALLER"
illy咖啡店,illy咖啡
茶颜茶语,茶颜茶语
唯客多冒菜,唯客
一芳台湾水果茶,一芳台湾水果茶
星期五披萨,"星期五, FRIDAYS"
leeacca靓茶,"靓茶, leeacca"
松竹园农家,松竹
Gelato Sano山诺义式手工冰淇淋,"杰拉朵, Gelato"
茶米恰恰,"茶米, CHAME"
百客家中国时尚快餐专家,百客家
塞纳左岸咖啡,"塞纳左岸, SanaZoan"
宇治茶铺,宇治茶铺
西少爷肉夹馍,西少爷
i转角icorner,"i转角, ICORNER"
觅糖记,"觅糖记, MeetDessert"
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
乌所味乌龙茶,乌所味
高丽王朝牛排酱汤火锅,高丽王朝牛排酱汤火锅
仙芋世家,仙芋世家
正新鸡排,正新鸡排
图兰朵音乐咖啡,"图兰朵, Turandot"
六角咖啡,"六角咖啡, La Kaffa, LaKaffa"
巴贝拉意式休闲餐厅,"巴贝拉, Babela"
喜虾客,喜虾客
齐齐火锅,齐齐火锅
七杯茶,七杯茶
松竹林,松竹
茶家看茶,茶家
巴将军火锅,巴将军火锅
蛋挞王,蛋挞王
Realimit coffee and tasty,"西堤牛排, Tasty"
icorner i转角,"i转角, ICORNER"
爱辣啵啵鱼,爱辣啵啵鱼
漾漾好贡茶,漾漾好贡茶
研磨时光咖啡,研磨时光
亚惠美食广场,亚惠美食
1点点,"1点点, 1點點"
大渝火锅,大渝火锅
稻香村饺子馆,稻香
奇火锅,奇火锅
老娘舅,老娘舅
老街傣妹火锅城,傣妹火锅
De Chocolate Coffee,"迪巧克, DE CHOCOLATE, DECHOCOLATE"
集集小镇,集集小镇
艺冉时光,艺冉时光
大口九,大口九
蛙小侠铁锅牛蛙,蛙小侠
o2小氧,o2小氧
嘉和一品,嘉和一品
海捞王,捞王
乌铁茶集,乌铁茶集
优丸茶作,优丸茶作
乡村基,"乡村基, CSC"
雪冰Sulbing,雪冰
御厨传奇转转火锅.清真,御厨传奇
海岸茶度,海岸茶度
恋暖初茶,恋暖初茶
凉先绅台湾地道茶汤,凉先绅
知乎茶也,知乎茶也
萨莉亚,"萨莉亚, Saizeriya"
来必堡,来必堡
重庆小天鹅火锅,重庆小天鹅
素百味素食自助,素百味
椒麻鸡饭,椒麻鸡
奶熊奶茶,奶熊奶茶
觅甜记甜品,觅甜记
潘师傅脆皮鸡腿,潘师傅
老爷锅,老爷锅
香天下火锅,香天下
两岸咖啡,两岸咖啡
黑泷堂,黑泷堂
华必和,华必和
Venchi,venchi
港饮之港,港饮之港
满记甜品,满记甜品
功夫小子快餐,功夫小子
正新鸡排,正新鸡排
满记甜品,满记甜品
royaltea皇茶,"皇茶, royal tea, royaltea"
许府牛·潮汕鲜牛火锅,许府牛
豪享来,豪享来
巴奴川香居火锅,巴奴
重庆酷锅火锅,酷锅
膨膨冰,膨膨冰
淘汰郎小火锅外卖,淘汰郎
SPR咖啡馆,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
厚呷饮品,"厚呷, HOUJIA"
老磨坊农家院,老磨坊
恋尚哥老官重庆美蛙鱼头,"哥老官, 哥老官美蛙鱼头"
Hollys Coffee 豪丽斯咖啡,"豪丽斯, HOLLYS COFFEE, HOLLYSCOFFEE"
蜜菓蜜制鲜饮,蜜菓
四季榴莲,四季榴莲
台资味,台资味
傣妹火锅,傣妹火锅
嘉和一品,嘉和一品
茶里茶里,茶里茶里
曼岛私房重庆刘一手火锅,"刘一手火锅, 重庆刘一手火锅"
避风港,避风港
巴里岛咖啡,巴里岛咖啡
亚柏蜜斯甜筒屋,"亚柏蜜斯, yobomix"
西树泡芙,"Chez Choux, 西树泡芙"
暹香泰茶,暹香泰茶
MYcoffee,"MY COFFEE, MYCOFFEE"
乡村基佳华,"乡村基, CSC"
下一站奶茶店,下一站奶茶
一芳台湾水果茶,一芳台湾水果茶
川江号子自助火锅,川江号子
大娘水饺,大娘水饺
辣莊老火锅,辣莊
两岸咖啡,两岸咖啡
如一坊铜锅涮肉,如一坊
素百味食品,素百味
青初抹茶,青初抹茶
luckin coffee瑞幸咖啡,"瑞幸咖啡, luckin"
川渝部落重庆火锅,川渝部落
布歌东京,"布歌东京, mvuke tokyo, mvuketokyo"
LAVAZZA COFFEE,"拉瓦萨, LAVAZZA"
香芋仙甜品,香芋仙
台资味,台资味
小摘堂茶,小摘堂茶
肯德基,"肯德基, KFC"
BEAN BAR CAFE,"宾达, BEAN BAR, BEANBAR"
红屋牛排,红屋牛排
漫咖啡,"漫咖啡, MAANCOFFEE"
宫悦贡茶,宫悦贡茶
乡水源火锅,乡水源
庆丰包子铺,庆丰包子铺
x造杯,X造杯
兰特伯爵西餐厅,兰特伯爵
COSTACOFFEE,"咖世家, costa"
汤饱宝家菜馆,汤饱宝
五条人糖水铺,五条人糖水铺
Holly Brown,"Holly Brown, HollyBrown"
茶大爷Tea Da Ye,"茶大爷, teadaye"
大家乐,大家乐
糖百府,糖百府
古茗茶饮,古茗
西少爷肉夹馍,西少爷
潘师傅炸鸡腿,潘师傅
珍巴奴毛肚牛肉小火锅,巴奴毛肚
悟茶,悟茶
海岸茶度,海岸茶度
COSTA咖啡,"咖世家, costa"
如创于茶,如创于茶
彤德莱火锅,彤德莱
愉筷,愉筷
熬八年台湾火锅,熬八年
赛百味,"赛百味, SUBWAY"
麦咖啡,"麦咖啡, McCafe"
萃茶师,萃茶师
鸣茶,"鸣茶, MEE TEA, MEETEA"
重庆小天鹅鱼村,重庆小天鹅
牛B奶奶,牛B奶奶
欧米奇咖啡餐厅,"欧米奇, AMICI COFFEE, AMICICOFFEE"
荼啡茶,荼啡茶
师兄芋圆,师兄芋圆
拉瓦萨意浓咖啡,"拉瓦萨, LAVAZZA"
狗不理小笼包,狗不理
台资味,台资味
好羊肉小尾羊,小尾羊
哥老官串串,"哥老官, 哥老官美蛙鱼头"
张阿姨奶茶,张阿姨奶茶
黄记煌三汁焖锅,黄记煌
鸣茶,"鸣茶, MEE TEA, MEETEA"
外婆家的厨房,外婆家
嘉和一品粥,嘉和一品
新辣道梭边鱼,新辣道
老乡鸡,老乡鸡
吉野家,吉野家
觅甜记甜品,觅甜记
榴芒一族,榴芒一族
蓝湾咖啡,蓝湾咖啡
吉野家,吉野家
ESQUIRES COFFEE,"易思凯斯, Esquires"
一陌茶旅,一陌茶旅
榴芒一族,榴芒一族
茶颜悦色,茶颜悦色
蒸浏记,蒸浏记
BBQ,"比比客, bbq"
本位咖啡,"本位咖啡, BASIS COFFEE, BASISCOFFEE"
地下铁,地下铁
一只酸奶牛,一只酸奶牛
遇见奶牛,遇见奶牛
集集小镇,集集小镇
朝茶,朝茶
糖朝会,糖朝会
川江号子重庆火锅,川江号子
蛋挞王子,蛋挞王
鲜茶趣,鲜茶趣
夏日沫沫茶,夏日沫沫茶
TastyHK,"西堤牛排, Tasty"
石二锅,石二锅
酒窝甜品,酒窝甜品
佳客来牛排,"佳客来, JOYCALLER"
珍奶工坊,珍奶工坊
彤德莱火锅,彤德莱
肯德基,"肯德基, KFC"
小南国,小南国
初蜜True me意大利冻酸奶,"初蜜, True me, Trueme"
黑泷太郎,黑泷太郎
inWE因味茶,"因味茶, inWE"
西堤牛排,"西堤牛排, Tasty"
江一湖重庆老火锅,江一湖
辣莊穿越文化火锅,辣莊
世界茶饮,世界茶饮
集集小镇,集集小镇
漾漾好贡茶,漾漾好贡茶
锅小二火锅快送,锅小二
正新鸡排,正新鸡排
重庆刘一手火锅,"刘一手火锅, 重庆刘一手火锅"
inWE因味茶,"因味茶, inWE"
爵士岛咖啡,爵士岛咖啡
半兽人中华火锅料理店,半兽人
辣府,辣府
SPR coffee,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
汁心鲜果吧,汁心鲜果吧
电台巷火锅,电台巷
初代宇治抹茶,初代宇治抹茶
九龙巴士咖啡奶茶,九龙巴士
茉沏,茉沏
太二酸菜鱼,太二酸菜鱼
哈根达斯,哈根达斯
黑玉奶茶,黑玉奶茶
重庆巴将军火锅,巴将军火锅
答案茶,"答案, ANSWER TEA, ANSWERTEA"
爵士岛咖啡,爵士岛咖啡
蓝樽咖啡,"蓝樽咖啡, Blue bottle, Bluebottle"
萃茶师,萃茶师
茗记甜品店,茗记甜品
鲜果时间,鲜果时间
帕斯库奇·CAFFE PASCUCCI,"帕斯库奇, Pascucc"
胡须张鲁肉饭,胡须张
一点味餐厅,一点味餐厅
糖汇甜品,糖汇甜品
豪客来牛排,"豪客来, houcaller"
x造杯,X造杯
谷子帝五谷煎饼,谷子帝
谭鸭血老火锅,谭鸭血
东方既白,东方既白
壹早壹碗·豆腐脑,壹早壹碗
萨莉亚,"萨莉亚, Saizeriya"
72街,72街
Seesaw Coffee,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
春阳茶事,春阳茶事
nobibi,nobibi
妙茶饮品店,妙茶
老港记鼎茶,老港记
一芳水果茶,一芳水果茶
马兰拉面,"马兰拉面, Malan"
来必堡,来必堡
薡茶,"薡茶, ding tea, dingtea"
七杯茶,七杯茶
雪冰韩国新概念甜品,雪冰
西少爷的肉肉,西少爷
这一锅,这一锅
蒸膳美营养中式快餐,蒸膳美
三不牛腩火锅,三不牛腩
尼珂波咖啡,"尼珂波咖啡, NICBOOY"
Jollibee,"快乐蜂, Jollibee"
红舵码头,红舵码头
嘉和一品,嘉和一品
石二锅,石二锅
这一锅,这一锅
一点味餐厅,一点味餐厅
茶屋语,"茶屋, TRDLO"
阿香婆欢乐火锅,阿香婆
喜茶,"喜茶, HEEKCAA"
青柠记忆泰式海鲜火锅,青柠记忆
马兰拉面,"马兰拉面, Malan"
bbq屋茶餐厅,"比比客, bbq"
黑玉奶茶,黑玉奶茶
辣三疯美蛙鱼头火锅,辣三疯美蛙鱼头
宇治茶铺,宇治茶铺
顺水鱼馆,顺水鱼馆
彤德莱火锅,彤德莱
珍奶工坊,珍奶工坊
永和大王,"永和大王, 台式风味的精致快餐"
屿蓝湾鲜果茶,屿蓝湾鲜果茶
X电台巷小郡肝串串,电台巷
佳客来牛排,"佳客来, JOYCALLER"
阿华大虾香辣虾火锅,阿华大虾
热辣壹号,热辣壹号
外婆家的菜,外婆家
麦当劳甜品站,"麦当劳, ""MCDONALDS"""
顺水鱼馆,顺水鱼馆
舞茶道,舞茶道
8botea8波茶,"8波茶, 8 bo tea, 8botea, 8bo tea"
恋暖初茶,恋暖初茶
黑泷太郎,黑泷太郎
甜品时间,"甜品时间, DessertMemory"
佰人王串串香火锅,佰人王串串香
乌所味,乌所味
德克士,"德克士, Dicos"
斗牛士牛排餐厅,斗牛士牛排
汉堡王炸鸡,"汉堡王, BurgerKing"
辛迪果饮,"辛迪果饮, cider drink, ciderdrink"
港饮之港,港饮之港
淳百味,淳百味
有拈头成都市井火锅,有拈头
面点王,面点王
乌铁茶集,乌铁茶集
张阿姨奶茶,张阿姨奶茶
恋暖初茶,恋暖初茶
蛋仔小茶,蛋仔小茶
爱辣啵啵鱼,爱辣啵啵鱼
华莱士,华莱士
淳百味,淳百味
非茶不可超级绵绵冰,非茶不可
三只耳火锅,三只耳
豪享来牛排,豪享来
老乡鸡,老乡鸡
阿华大虾,阿华大虾
黑泷太郎台湾茶番,黑泷太郎
陶然居主题餐厅,陶然居
猫山王,"猫山王, Musang King, MusangKing"
i转角icorner,"i转角, ICORNER"
来必堡,来必堡
甜品工房,甜品工房
yogiboost,"欧吉斯, Yogiboost"
冰果彩虹,"冰果彩虹, ICEGOBOW"
鱼尚鲜草帽石锅鱼,鱼尚鲜
哈根达斯,哈根达斯
果麦de鲜饮创作,果麦
滋蛋仔玛卡玛卡,"滋蛋仔, MAKA MAKA, MAKAMAKA"
周麻婆,周麻婆
咖咖奥咖啡厅,"咖咖奥, THECAFEKACAO"
茶颜茶语,茶颜茶语
毛家饭店,毛家饭店
冰雪皇后,"冰雪皇后, Dairy Queen, DairyQueen"
VQ鲜榨果汁,VQ鲜榨果汁
麦当劳,"麦当劳, ""MCDONALDS"""
重庆刘一手火锅,"刘一手火锅, 重庆刘一手火锅"
Venchi,venchi
i转角icorner,"i转角, ICORNER"
重庆刘一手火锅,"刘一手火锅, 重庆刘一手火锅"
铁锅门养身香辣馆,铁锅门养身香辣馆
小碗布丁,小碗布丁
庆丰包子铺,庆丰包子铺
熬八年台湾火锅,熬八年
弥茶,弥茶
豪口福大食堂,豪口福
马兰拉面,"马兰拉面, Malan"
香天下火锅,香天下
榴芒一族,榴芒一族
妙茶饮,妙茶
佳客来牛排专家,"佳客来, JOYCALLER"
西少爷肉夹馍,西少爷
鲜元素,鲜元素
马兰拉面,"马兰拉面, Malan"
老娘舅,老娘舅
九龙巴士,九龙巴士
稻香面食店,稻香
阿华大虾,阿华大虾
汉堡王快餐店,"汉堡王, BurgerKing"
鹿谷製茶,鹿谷製茶
杯欢制茶,杯欢制茶
吴小姐炒酸奶,吴小姐炒酸奶
酒窝甜品,酒窝甜品
杜佰瑞,"杜佰瑞, ToBeray, ToBeray"
恋暖初茶,恋暖初茶
蛋挞王子一号店,蛋挞王
轰咖咖喱饭,轰咖咖喱饭
喜缘火锅,喜缘火锅
麝香猫咖啡,"麝香猫, Musk Cat, MuskCat"
西树泡芙,"Chez Choux, 西树泡芙"
炊二哥火锅,炊二哥
贡茶,贡茶
玛丽莲甜品,玛丽莲
悟茶,悟茶
皇冕皇茶,皇冕皇茶
luckin coffee 瑞幸咖啡,"瑞幸咖啡, luckin"
咔咔西茶饮,"咔咔西, kakaxi"
玛格利塔比萨,"玛格利塔, Magritta"
一芳水果茶,一芳水果茶
真功夫蒸菜馆,真功夫
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
唯客家,唯客
珍仕菓,"珍仕菓, Jazcu"
茶里茶里,茶里茶里
蒙自源米线,蒙自源
麦咖啡,"麦咖啡, McCafe"
谭鸭血老火锅,谭鸭血
海港澳门豆捞,澳门豆捞
捞王锅物料理,捞王
黑泷堂,黑泷堂
嗑茶,嗑茶
大快活,大快活
川江之城（川江号子）经典火锅,川江号子
豪尚豪牛排馆,豪尚豪
尚上捞火锅,尚上捞
甜甜圈咖啡,"甜甜圈, DAYLIGHT DONUTS, DAYLIGHTDONUTS"
不二茶铺,不二茶铺
滋蛋仔,"滋蛋仔, MAKA MAKA, MAKAMAKA"
弥茶,弥茶
喜茶纯天然饮品,"喜茶, HEEKCAA"
VQ鲜榨果汁,VQ鲜榨果汁
咖咖奥文化艺术中心,"咖咖奥, THECAFEKACAO"
TWOSOME途尚咖啡,"途尚咖啡, Twosome"
茉沏,茉沏
塞纳左岸,"塞纳左岸, SanaZoan"
ISHIJAH COFFEE 伊示雅咖啡,"伊示雅, ISHIJAH"
麻辣小屋&旋转小火锅,麻辣小屋
一只酸奶牛,一只酸奶牛
德克士,"德克士, Dicos"
厚呷·台式茶饮制造,"厚呷, HOUJIA"
渝城老妈重庆火锅,渝城老妈
麦咖啡,"麦咖啡, McCafe"
迪巧克咖啡DE CHOCOLATE COFFEE,"迪巧克, DE CHOCOLATE, DECHOCOLATE"
蒸膳美,蒸膳美
淳百味,淳百味
茗记甜品港式旗舰店,茗记甜品
渝巴奴毛肚火锅店,巴奴毛肚
大渝火锅,大渝火锅
叶子与茶,叶子与茶
丽华快餐,丽华快餐
8090鲜萃茶,8090鲜萃茶
金米兰咖啡体验馆,金米兰咖啡
nenlutea,"嫩绿茶, Nenlu Tea, NenluTea"
稻香米线,稻香
如一坊东北菜,如一坊
那都不是锅港式打边炉,那都不是锅
上岛咖啡,上岛咖啡
棒约翰,"棒约翰, PapaJohns"
川渝部落重庆火锅,川渝部落
小南国环太湖宴会中心,小南国
铁锅门养身香辣馆,铁锅门养身香辣馆
老磨坊,老磨坊
佳佳基,佳佳基
探茶,探茶
茉沏,茉沏
澳门豆捞,澳门豆捞
Pacific Coffee Company,Pacific Coffee
下雪的村庄,下雪的村庄
榴莲西施,榴莲西施
街头茶客,街头茶客
VQ鲜榨果汁,VQ鲜榨果汁
伊示雅咖啡·简餐·汤面,"伊示雅, ISHIJAH"
麦当劳,"麦当劳, ""MCDONALDS"""
满记甜品,满记甜品
小蒙牛火锅,小蒙牛
萃茶师,萃茶师
佳佳基,佳佳基
茶着,茶着
阿官火锅专家,阿官火锅专家
悟茶,悟茶
COSTA COFFEE,"咖世家, costa"
和合谷,和合谷
黑龙茶,黑龙茶
Hi涮健康煮,健康煮
真功夫天津包子,真功夫
奶熊奶茶,奶熊奶茶
吉野家,吉野家
世界茶饮,世界茶饮
乌煎道黑龙茶,乌煎道黑龙茶
果麦的鲜饮创作饮铺,果麦
丹堤咖啡,丹堤咖啡
蛙小侠,蛙小侠
骑士老虎茶丶黑糖,骑士老虎茶
重庆孔亮火锅,孔亮火锅
青沫茶颜,青沫茶颜
上岛咖啡,上岛咖啡
Seesaw Coffee,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
宫悦贡茶,宫悦贡茶
leonidas,"利奥尼达斯, LEONIDAS"
潘师傅,潘师傅
港芝悦港式奶茶,港芝悦
My Coffee迈咖啡,"MY COFFEE, MYCOFFEE"
小肥羊火锅,小肥羊
斯利美,斯利美
重庆小天鹅火锅食府,重庆小天鹅
孙记捞王猪肚煲鸡,捞王
雀圣冰室,雀圣冰室
正新鸡排,正新鸡排
黔乡牧人总店,黔乡牧人
豪享来,豪享来
大家乐快餐,大家乐
